Date,Price,Return,Country,NATO,DEV,EXRATE,TRADE,PAST
2021-03-16,44268.77,0.012740941584705734,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-03-17,43504.47,-0.017264992905833942,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-03-18,44465.75,0.02209612023775942,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-03-19,44042.12,-0.009527107942629898,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-03-22,43851.96,-0.004317684979742165,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-03-23,43603.02,-0.005676827215932878,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-03-24,44290.24,0.01576083491464586,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-03-25,44168.81,-0.0027416875591552703,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-03-26,44201.25,0.0007344549241874443,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-03-29,44617.73,0.009422357964989692,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-03-30,44746.76,0.002891899699962286,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-03-31,44326.18,-0.009399116271211594,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-01,44242.93,-0.00187812259030673,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-06,44357.86,0.002597703181050681,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-07,44357.64,-4.959662165848755e-06,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-08,44194.16,-0.003685498146429711,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-09,43775.41,-0.009475233831800378,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-12,43267.25,-0.01160834358832974,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-13,42865.63,-0.009282309367940056,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-14,42514.94,-0.008181146526949346,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-15,42626.71,0.0026289581968126363,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-16,42997.61,0.008701117210312637,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-19,42388.09,-0.014175671624539254,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-20,42597.26,0.00493464083897166,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-21,42753.6,0.003670189115450029,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-22,42906.48,0.0035758392275739848,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-23,42772.95,-0.003112117330529185,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-26,43281.61,0.011892095354657739,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-27,43357.19,0.0017462381829143059,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-28,43549.43,0.00443386667816803,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-29,43665.42,0.002663410290329793,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-04-30,43183.2,-0.011043521395191047,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-03,43093.89,-0.002068165397654642,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-04,44036.18,0.021865976824092748,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-05,44142.7,0.0024189200788986565,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-06,44472.71,0.007475981306082291,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-07,44164.37,-0.00693324063228884,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-10,44587.59,0.009582837930213639,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-11,44350.67,-0.0053135861346171875,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-12,44160.71,-0.004283137098041512,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-13,44974.08,0.018418408580840318,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-14,45429.12,0.010117827868852514,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-17,45862.01,0.009528910091148646,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-18,45891.45,0.0006419256373628723,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-19,45128.56,-0.01662379375678913,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-20,46261.37,0.0251018423809668,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-21,46396.87,0.002929009668325877,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-25,45765.15,-0.01361557363675614,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-26,46379.32,0.013420036862110019,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-27,45802.61,-0.01243463681658119,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-28,46233.29,0.009402957604381035,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-05-31,46371.02,0.0029790222586365545,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-01,46699.74,0.007088910271976001,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-02,46736.89,0.0007955076409418282,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-03,47422.77,0.01467534532143655,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-04,48282.14,0.01812146359227862,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-07,48255.9,-0.0005434721824674194,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-08,48546.45,0.006021025408291969,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-09,48206.56,-0.007001335834031064,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-10,48475.07,0.0055699888148004195,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-11,48845.84,0.007648673844101728,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-14,49015.24,0.003468053778991287,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-15,49299.48,0.005799012715228979,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-16,48525.74,-0.01569468886892933,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-17,48795.68,0.005562820886399811,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-18,48117.72,-0.01389385289845324,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-21,48379.62,0.005442901284599566,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-22,48193.16,-0.0038541022025390115,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-23,48624.32,0.008946497801762598,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-24,48610.4,-0.0002862764970286147,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-25,48461.47,-0.0030637476753945236,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-28,48301.62,-0.003298496723273092,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-29,47759.62,-0.011221155729352339,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-06-30,47238.09,-0.010919894253765161,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-01,47908.81,0.01419871125187333,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-02,47520.42,-0.008106859677792011,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-05,47423.61,-0.0020372294689313675,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-06,47592.47,0.0035606736813160733,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-07,47574.37,-0.0003803122636837353,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-08,47452.73,-0.002556838902963876,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-09,48157.57,0.014853518438243674,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-12,47804.26,-0.007336541274819308,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-13,47592.34,-0.004433077721525347,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-14,47184.6,-0.008567345081162192,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-15,47677.82,0.010452986779584839,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-16,48003.25,0.006825605700931714,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-19,47268.49,-0.015306463624858768,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-20,47622.68,0.0074931524150656514,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-21,47882.56,0.005457063735178291,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-22,47756.88,-0.002624755234473697,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-23,47491.69,-0.005552917192245266,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-26,46952.76,-0.011347880018588552,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-27,47002.77,0.0010651131051719886,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-28,47527.53,0.011164448393147897,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-29,48286.06,0.01595980266594954,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-07-30,48610.95,0.006728442950201252,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-02,49041.18,0.008850475047288864,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-03,49315.61,0.005595909396959975,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-04,49745.57,0.008718537598946918,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-05,49830.28,0.001702865199856074,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-06,50050.88,0.0044270271007909034,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-09,49721.84,-0.006574110185475268,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-10,49849.71,0.0025717069199371334,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-11,50317.1,0.009375982327680443,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-12,50289.64,-0.0005457389237455423,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-13,50378.65,0.0017699470507246406,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-16,50183.56,-0.0038724737562439993,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-17,51626.62,0.02875563232261724,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-18,52288.87,0.012827684632462866,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-19,51696.55,-0.011327840896160124,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-23,52023.19,0.006318410029295896,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-24,51633.85,-0.007483970129474993,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-25,51093.8,-0.010459223939334295,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-26,50640.51,-0.00887172220504251,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-27,51068.8,0.008457458268094076,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-30,51602.58,0.010452174321699426,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-08-31,51969.67,0.007113791597241681,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-01,51946.96,-0.0004369856495144431,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-02,51830.24,-0.0022469072299899917,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-03,52255.11,0.008197338079082739,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-06,52743.09,0.00933841685530834,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-07,52623.96,-0.0022586845025575064,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-08,52514.94,-0.002071679896381684,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-09,53015.67,0.009535000896887524,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-10,52755.68,-0.004904021773185163,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-13,52922.72,0.0031662941317409654,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-14,52392.39,-0.01002083793123254,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-15,52317.91,-0.0014215805005267645,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-16,52331.31,0.00025612643930150725,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-17,52376.91,0.0008713712689403241,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-20,50982.15,-0.026629291418680534,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-21,50815.56,-0.0032676142532239716,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-22,51298.14,0.009496697468255766,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-23,51946.86,0.012646072547659593,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-24,51453.71,-0.009493355325037922,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-27,51365.99,-0.0017048333346614264,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-28,51446.2,0.0015615390650505212,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-29,52004.6,0.010854057248154358,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-09-30,52854.65,0.016345669421551134,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-01,53589.8,0.013908899217003556,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-04,53234.94,-0.006621782503386853,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-05,53369.78,0.0025329229261834563,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-06,53305.16,-0.0012107975712096763,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-07,53844.59,0.010119658209448934,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-08,53955.85,0.0020663171546111414,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-11,54432.56,0.00883518654603721,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-12,54648.43,0.003965824866587253,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-13,54733.73,0.0015608865616085765,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-14,55136.0,0.007349581327638299,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-15,54764.34,-0.006740786419036637,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-18,54637.92,-0.0023084364752683495,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-19,54356.89,-0.005143497409857423,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-20,54393.63,0.000675903275555223,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-21,55121.35,0.01337877247758601,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-22,55254.39,0.0024135838472751914,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-25,54867.62,-0.006999805807285098,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-26,55191.91,0.005910407632042425,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-27,54780.65,-0.007451454388876955,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-28,53766.44,-0.01851401909250805,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-10-29,54197.71,0.00802117454679907,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-02,54548.9,0.006479794072480116,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-03,54914.54,0.006702976595311716,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-04,55925.58,0.01841115303888552,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-05,55099.88,-0.014764263508755815,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-08,54132.14,-0.01756337763349025,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-09,54099.27,-0.0006072178192105815,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-10,53389.23,-0.013124761202877533,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-11,53073.34,-0.005916736390466859,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-12,52306.67,-0.01444548242111765,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-15,51789.8,-0.009881531361105478,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-16,51818.41,0.0005524253810595958,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-17,51549.36,-0.005192170118689554,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-18,51992.3,0.008592541207107285,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-19,51472.91,-0.009989748481986749,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-22,50483.99,-0.019212436211591744,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-23,51424.26,0.018625112634718555,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-24,52535.97,0.021618395675504054,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-25,52364.37,-0.003266333523488707,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-26,50961.25,-0.026795319030860187,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-29,51579.66,0.012134906423998615,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-11-30,51464.6,-0.002230724281625851,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-01,51860.19,0.007686642857420489,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-02,51420.71,-0.008474322982619298,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-03,50904.91,-0.010030977790855045,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-06,50723.42,-0.0035652749410617357,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-07,51268.65,0.010749078039296256,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-08,51261.63,-0.00013692578213009288,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-09,51262.82,2.3214244260216788e-05,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-10,51076.61,-0.0036324572077774953,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-13,50581.29,-0.009697589562032372,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-14,50153.0,-0.00846736016420302,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-15,50131.61,-0.00042649492552782053,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-16,50672.47,0.010788801716122842,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-17,50887.3,0.0042395801901899954,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-20,50471.14,-0.00817807193543385,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-21,50571.05,0.001979547123366121,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-22,49083.56,-0.029413864256328526,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-23,49762.24,0.013827032921002402,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-27,49654.12,-0.0021727317741322416,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
2021-12-28,49718.15,0.0012895203862237636,Hungary,1,0,312.81919555664064,154.527002936377,-0.004126414692101193
